Artist,Album,Track,Time,day
K.Flay,Crush Me,Blood In The Cut,3/15/21 22:36,Monday
The Night Game,The Outfield,The Outfield,3/15/21 22:34,Monday
Silversun Pickups,Swoon,Draining,3/15/21 22:29,Monday
Queens of the Stone Age,Queens of the Stone Age,How To Handle A Rope (A Lesson In The Lariat),3/15/21 22:25,Monday
I DONT KNOW HOW BUT THEY FOUND ME,RAZZMATAZZ,Leave Me Alone,3/15/21 22:23,Monday
Sum 41,All Killer No Filler,Fat Lip,3/15/21 22:20,Monday
My Chemical Romance,The Black Parade,House of Wolves,3/15/21 22:17,Monday
My Chemical Romance,Three Cheers for Sweet Revenge,I Never Told You What I Do for a Living,3/15/21 22:13,Monday
My Chemical Romance,Three Cheers for Sweet Revenge,Cemetery Drive,3/15/21 21:56,Monday
My Chemical Romance,Three Cheers for Sweet Revenge,It's Not a Fashion Statement It's a Deathwish,3/15/21 21:52,Monday
My Chemical Romance,Three Cheers for Sweet Revenge,Hang 'Em High,3/15/21 21:49,Monday
My Chemical Romance,Three Cheers for Sweet Revenge,Thank You for the Venom,3/15/21 21:46,Monday
My Chemical Romance,Three Cheers for Sweet Revenge,Interlude,3/15/21 21:45,Monday
My Chemical Romance,Three Cheers for Sweet Revenge,The Jetset Life Is Gonna Kill You,3/15/21 21:41,Monday
My Chemical Romance,Three Cheers for Sweet Revenge,The Ghost of You,3/15/21 21:38,Monday
My Chemical Romance,Three Cheers for Sweet Revenge,I'm Not Okay (I Promise),3/15/21 21:35,Monday
My Chemical Romance,Three Cheers for Sweet Revenge,You Know What They Do to Guys Like Us in Prison,3/15/21 21:32,Monday
My Chemical Romance,Three Cheers for Sweet Revenge,To the End,3/15/21 21:29,Monday
My Chemical Romance,Three Cheers for Sweet Revenge,Give 'Em Hell Kid,3/15/21 21:27,Monday
My Chemical Romance,Three Cheers for Sweet Revenge,Helena,3/15/21 21:23,Monday
My Chemical Romance,Three Cheers for Sweet Revenge,I'm Not Okay (I Promise),3/15/21 21:20,Monday
Green Day,Dookie,Burnout,3/15/21 21:18,Monday
Weezer,Weezer (Green Album),Island in the Sun,3/15/21 21:15,Monday
blink-182,The Mark Tom And Travis Show (The Enema Strikes Back!) [live],Man Overboard,3/15/21 21:12,Monday
Billy Talent,Billy Talent II,Fallen Leaves,3/15/21 21:09,Monday
Jimmy Eat World,Futures,Pain,3/15/21 21:06,Monday
The Offspring,Greatest Hits,Self Esteem,3/15/21 21:02,Monday
My Chemical Romance,Three Cheers for Sweet Revenge,Cemetery Drive,3/15/21 20:59,Monday
blink-182,Take Off Your Pants and Jacket,Anthem Part Two,3/15/21 20:30,Monday
Green Day,Dookie,Welcome to Paradise,3/15/21 20:26,Monday
Weezer,OK Human,Grapes of Wrath,3/15/21 20:23,Monday
Less Than Jake,Hello Rockview,All My Best Friends Are Metalheads,3/15/21 20:20,Monday
Motion City Soundtrack,Commit This to Memory,Everything Is Alright,3/15/21 20:16,Monday
blink-182,blink-182,Feeling This,3/15/21 20:13,Monday
Goldfinger,Hang-Ups,Superman,3/15/21 20:10,Monday
My Chemical Romance,Three Cheers for Sweet Revenge,To the End,3/15/21 20:07,Monday
Weezer,OK Human,All My Favorite Songs,3/15/21 20:04,Monday
AFI,Sing the Sorrow,Girl's Not Grey,3/15/21 20:01,Monday
blink-182,Take Off Your Pants and Jacket,Online Songs,3/15/21 19:58,Monday
Sum 41,All Killer No Filler,Fat Lip,3/15/21 19:55,Monday
Green Day,Dookie,She,3/15/21 19:53,Monday
My Chemical Romance,Three Cheers for Sweet Revenge,Give 'Em Hell Kid,3/15/21 19:51,Monday
Weezer,Weezer (Green Album),Hash Pipe,3/15/21 19:48,Monday
blink-182,Dude Ranch,Dammit,3/15/21 19:45,Monday
blink-182,Enema of the State,Anthem,3/15/21 19:41,Monday
blink-182,Enema of the State,Wendy Clear,3/15/21 19:38,Monday
blink-182,Enema of the State,Mutt,3/15/21 19:35,Monday
blink-182,Enema of the State,The Party Song,3/15/21 19:33,Monday
blink-182,Enema of the State,All the Small Things,3/15/21 19:30,Monday
blink-182,Enema of the State,Adam's Song,3/15/21 19:26,Monday
blink-182,Enema of the State,Dysentery Gary,3/15/21 19:23,Monday
blink-182,Enema of the State,What's My Age Again?,3/15/21 19:21,Monday
blink-182,Enema of the State,Going Away to College,3/15/21 19:18,Monday
blink-182,Enema of the State,Aliens Exist,3/15/21 19:14,Monday
blink-182,Enema of the State,Don't Leave Me,3/15/21 19:12,Monday
blink-182,Enema of the State,Dumpweed,3/15/21 19:10,Monday
Weezer,Pinkerton,Why Bother?,3/15/21 19:06,Monday
blink-182,Dude Ranch,Josie,3/15/21 19:02,Monday
Foo Fighters,There Is Nothing Left to Lose,Learn to Fly,3/15/21 18:59,Monday
Green Day,Insomniac,Bab's Uvula Who?,3/15/21 18:56,Monday
Sugarcult,Start Static,Bouncing Off the Walls,3/15/21 18:53,Monday
Weezer,Pinkerton - Deluxe Edition,Tired of Sex,3/15/21 18:50,Monday
Bush,Sixteen Stone (Remastered),Machinehead,3/15/21 18:46,Monday
Rise Against,Siren Song of the Counter-Culture,Give It All,3/15/21 18:43,Monday
Green Day,Nimrod,Walking Alone,3/15/21 18:40,Monday
blink-182,Enema of the State,Dysentery Gary,3/15/21 18:37,Monday
Coastlands,The Further Still,Tired Eyes,3/15/21 15:08,Monday
Coastlands,Death,Abandoner,3/15/21 15:01,Monday
Coastlands,The Further Still,Bottomfeeder,3/15/21 14:55,Monday
A Burial at Sea,A Burial At Sea,Tropic of Cancer,3/15/21 14:35,Monday
A Burial at Sea,A Burial At Sea,Lightning Blanket,3/15/21 14:30,Monday
A Burial at Sea,A Burial At Sea,Lest We Remember,3/15/21 14:24,Monday
A Burial at Sea,A Burial At Sea,D'accord,3/15/21 14:19,Monday
A Burial at Sea,A Burial At Sea,Scrios an Teach,3/15/21 14:16,Monday
A Burial at Sea,A Burial At Sea,Nice From Afar Far From Nice,3/15/21 14:11,Monday
A Burial at Sea,A Burial At Sea,Breezehome,3/15/21 14:05,Monday
A Burial at Sea,A Burial At Sea,You Really Did Grow After All,3/15/21 13:59,Monday
A Burial at Sea,A Burial At Sea,Intro (Dean's Deed),3/15/21 13:58,Monday
Hum,You'd Prefer an Astronaut,Stars,3/14/21 23:06,Sunday
The Vaselines,Enter The Vaselines,Son of a Gun,3/14/21 23:02,Sunday
Hüsker Dü,Candy Apple Grey,Don't Want to Know If You Are Lonely,3/14/21 22:59,Sunday
Radiohead,The Bends,High and Dry,3/14/21 22:54,Sunday
Green Day,Insomniac,86,3/14/21 22:52,Sunday
Toadies,Rubberneck,Tyler,3/14/21 22:47,Sunday
Black Francis,Bluefinger,Threshold Apprehension,3/14/21 22:42,Sunday
Nine Inch Nails,Hesitation Marks (Deluxe Version),All Time Low,3/14/21 22:35,Sunday
Green Day,Insomniac,Armatage Shanks,3/14/21 22:19,Sunday
Radiohead,The Bends (Collector's Edition),The Bends,3/14/21 22:15,Sunday
Nine Inch Nails,Hesitation Marks (Deluxe Version),Black Noise,3/14/21 22:14,Sunday
Pavement,Brighten the Corners,Shady Lane,3/14/21 22:10,Sunday
Drive Like Jehu,Yank Crime,Do You Compute,3/14/21 22:03,Sunday
The Feelies,Crazy Rhythms,The Boy With the Perpetual Nervousness,3/14/21 21:58,Sunday
The Smiths,The Smiths,This Charming Man - 2011 Remaster,3/14/21 20:56,Sunday
Talking Heads,Stop Making Sense,This Must Be the Place (Naive Melody),3/14/21 20:51,Sunday
The Clash,London Calling (Expanded Edition),Train in Vain (Stand by Me),3/14/21 20:48,Sunday
Hüsker Dü,Zen Arcade,Something I Learned Today,3/14/21 20:46,Sunday
Hum,You'd Prefer an Astronaut,The Pod,3/14/21 20:41,Sunday
Faraquet,The View from This Tower,Cut Self Not,3/14/21 20:39,Sunday
Sum 41,Does This Look Infected?,Still Waiting,3/14/21 20:36,Sunday
Green Day,Insomniac,Jaded,3/14/21 20:35,Sunday
Slint,spiderland (remastered),nosferatu man - remastered,3/14/21 20:05,Sunday
Sonic Youth,Dirty,100%,3/14/21 20:01,Sunday
Radiohead,Kid A,Idioteque,3/14/21 19:56,Sunday
Talking Heads,Stop Making Sense,Life During Wartime (live),3/14/21 19:50,Sunday
Nine Inch Nails,Hesitation Marks (Deluxe Version),In Two,3/14/21 19:44,Sunday
The Breeders,Last Splash,No Aloha,3/14/21 19:42,Sunday
The Offspring,Conspiracy of One,Want You Bad,3/14/21 19:39,Sunday
Sebadoh,Bubble & Scrape,Soul and Fire,3/14/21 19:37,Sunday
North End,Winnebago Drive B/W Cabra,Cabra,3/14/21 19:34,Sunday
Have a Nice Life,Deathconsciousness,Holy Fucking Shit: 40000,3/14/21 19:28,Sunday
Green Day,Nimrod,Platypus (I Hate You),3/14/21 19:25,Sunday
of Montreal,Hissing Fauna Are You the Destroyer?,Suffer For Fashion,3/14/21 15:57,Sunday
Archers of Loaf,Icky Mettle (Deluxe Reissue),Freezing Point - Vs. The Greatest of All Time,3/14/21 15:54,Sunday
The Walkmen,Bows + Arrows,The Rat,3/14/21 15:50,Sunday
Death Cab for Cutie,Narrow Stairs,I Will Possess Your Heart,3/14/21 15:41,Sunday
Teenage Fanclub,Songs From Northern Britain,Your Love Is The Place Where I Come From,3/14/21 15:38,Sunday
Pavement,Brighten the Corners,Blue Hawaiian,3/14/21 15:34,Sunday
The Lemonheads,It's a Shame About Ray (Expanded Edition),My Drug Buddy - Remastered,3/14/21 15:31,Sunday
Silver Jews,Tanglewood Numbers,Sometimes a Pony Gets Depressed,3/14/21 15:29,Sunday
Pavement,Westing (By Musket and Sextant),You're Killing Me,3/14/21 15:25,Sunday
Guided by Voices,Bee Thousand,Tractor Rape Chain,3/14/21 15:22,Sunday
Buffalo Tom,Asides From (1988-1999),Late at Night,3/14/21 15:19,Sunday
Paul Westerberg,Eventually,Love Untold,3/14/21 15:14,Sunday
Built to Spill,There's Nothing Wrong With Love,Distopian Dream Girl,3/14/21 15:07,Sunday
Sebadoh,Bakesale: Deluxe Edition,Magnet's Coil - Remastered,3/14/21 15:05,Sunday
Teenage Fanclub,Grand Prix,Mellow Doubt,3/14/21 15:00,Sunday
Archers of Loaf,Icky Mettle (Deluxe Reissue),Web in Front - Alias 7 Version,3/14/21 14:58,Sunday
The Amps,Pacer,Tipp City,3/14/21 14:56,Sunday
Pavement,Brighten the Corners,Fin,3/14/21 14:48,Sunday
The Wrens,The Meadowlands,Ex-Girl Collection,3/14/21 14:43,Sunday
Titus Andronicus,Local Business,In a Big City,3/14/21 14:39,Sunday
Stephen Malkmus,Stephen Malkmus,Church on White,3/14/21 14:36,Sunday
Afghan Whigs,Congregation,Miles Iz Ded,3/14/21 14:33,Sunday
Pavement,Brighten the Corners: Nicene Creedence Ed.,Harness Your Hopes - b-side,3/14/21 14:29,Sunday
Cloud Nothings,The Shadow I Remember,Only Light,3/14/21 0:57,Sunday
Japandroids,Post-Nothing,I Quit Girls,3/14/21 0:54,Sunday
The Courtneys,The Courtneys on Audiotree Live,Silver Velvet - Audiotree Live Version,3/14/21 0:51,Sunday
Cloud Nothings,The Shadow I Remember,Only Light,3/13/21 21:44,Saturday
The Wrens,The Meadowlands,This is Not What You Had Planned,3/13/21 21:42,Saturday
The Wrens,The Meadowlands,13 Months in 6 Minutes,3/13/21 21:35,Saturday
The Wrens,The Meadowlands,Everyone Choose Sides,3/13/21 21:31,Saturday
The Wrens,The Meadowlands,Per Second Second,3/13/21 21:27,Saturday
The Wrens,The Meadowlands,Ex-Girl Collection,3/13/21 21:22,Saturday
The Wrens,The Meadowlands,Boys You Won't,3/13/21 21:18,Saturday
The Wrens,The Meadowlands,Thirteen Grand,3/13/21 21:14,Saturday
The Wrens,The Meadowlands,Faster Gun,3/13/21 21:10,Saturday
The Wrens,The Meadowlands,Hopeless,3/13/21 21:05,Saturday
The Wrens,The Meadowlands,This Boy is Exhausted,3/13/21 21:01,Saturday
The Wrens,The Meadowlands,She Sends Kisses,3/13/21 20:55,Saturday
The Wrens,The Meadowlands,Happy,3/13/21 20:49,Saturday
The Wrens,The Meadowlands,Ex-Girl Collection,3/13/21 20:45,Saturday
The Courtneys,The Courtneys on Audiotree Live,Minnesota - Audiotree Live Version,3/13/21 20:42,Saturday
Protomartyr,The Agent Intellect,The Devil in His Youth,3/13/21 20:37,Saturday
Cloud Nothings,The Shadow I Remember,Open Rain,3/13/21 20:34,Saturday
Titus Andronicus,The Monitor,...And Ever,3/13/21 20:31,Saturday
The Courtneys,The Courtneys on Audiotree Live,Freak Next Door - Audiotree Live Version,3/13/21 20:27,Saturday
The Wrens,The Meadowlands,Thirteen Grand,3/13/21 20:23,Saturday
Weezer,Pinkerton - Deluxe Edition,Across the Sea,3/13/21 2:00,Saturday
Weezer,Pinkerton - Deluxe Edition,Why Bother?,3/13/21 1:58,Saturday
Weezer,Pinkerton - Deluxe Edition,Tired of Sex,3/13/21 1:55,Saturday
Pavement,Slanted & Enchanted,In the Mouth a Desert,3/13/21 1:51,Saturday
Weezer,Weezer (Deluxe Edition),Surf Wax America,3/13/21 1:48,Saturday
The Dopamines,Expect The Worst,June 4th,3/13/21 1:42,Saturday
The Dopamines,Expect The Worst,October 24th,3/13/21 1:39,Saturday
The Dopamines,Expect The Worst,Straight Papers,3/13/21 1:38,Saturday
The Dopamines,Expect The Worst,Cincinnati Harmony,3/13/21 1:35,Saturday
The Dopamines,Expect The Worst,Night Vision,3/13/21 1:33,Saturday
Pavement,Slanted & Enchanted,In the Mouth a Desert,3/13/21 1:31,Saturday
The Dopamines,Expect The Worst,You'd Make A Good Horsecop,3/13/21 1:31,Saturday
Lucero,Lucero,My Best Girl,3/13/21 1:02,Saturday
Queens of the Stone Age,...Like Clockwork,I Appear Missing,3/13/21 0:56,Saturday
Nine Inch Nails,Hesitation Marks (Deluxe Version),Came Back Haunted,3/13/21 0:51,Saturday
The Flaming Lips,Transmissions From the Satellite Heart,Turn It On,3/13/21 0:46,Saturday
North End,Winnebago Drive B/W Cabra,Cabra,3/13/21 0:41,Saturday
Superheaven,Jar,Sponge,3/13/21 0:37,Saturday
Django Django,Django Django,Default,3/13/21 0:34,Saturday
Diarrhea Planet,Aliens In The Outfield,Spooners,3/13/21 0:31,Saturday
Alkaline Trio,From Here to Infirmary,Private Eye,3/13/21 0:27,Saturday
Lifetime,Jersey's Best Dancers,Turnpike Gates,3/13/21 0:25,Saturday
The Copyrights,Report,Slider,3/13/21 0:23,Saturday
And So I Watch You From Afar,And So I Watch You From Afar,Set Guitars to Kill,3/13/21 0:17,Saturday
Pavement,Brighten the Corners,Transport Is Arranged,3/13/21 0:13,Saturday
El Ten Eleven,El Ten Eleven,Lorge,3/13/21 0:10,Saturday
The Vaselines,Enter The Vaselines,Son of a Gun,3/13/21 0:06,Saturday
St. Vincent,St. Vincent,Psychopath,3/13/21 0:02,Saturday
The Menzingers,On the Impossible Past,Good Things,3/13/21 0:00,Saturday
Lou Reed,Street Hassle,Dirt,3/12/21 23:55,Friday
Death Cab for Cutie,Kintsugi,The Ghosts of Beverly Drive,3/12/21 23:51,Friday
Pavement,Slanted & Enchanted,In the Mouth a Desert,3/12/21 23:00,Friday
Weezer,Weezer (Deluxe Edition),Surf Wax America,3/12/21 22:53,Friday
Guided by Voices,Alien Lanes,My Valuable Hunting Knife,3/12/21 22:51,Friday
Built to Spill,There's Nothing Wrong With Love,In the Morning,3/12/21 22:48,Friday
Arcade Fire,Neon Bible,Keep the Car Running,3/12/21 22:44,Friday
fIREHOSE,Ragin' Full-On,Brave Captain,3/12/21 22:41,Friday
The Methadones,The Methadones,Murmurs in the Dark,3/12/21 22:38,Friday
The Methadones,Career Objective,Say Goodbye to Your Generation,3/12/21 22:35,Friday
The Copyrights,Report,No Knocks,3/12/21 20:53,Friday
The Copyrights,Report,Worlds on Fire,3/12/21 20:51,Friday
The Copyrights,Report,Keep the Change,3/12/21 20:50,Friday
The Copyrights,Report,The World Is Such a Drag,3/12/21 20:48,Friday
The Copyrights,Report,Stuck in the Fall,3/12/21 20:46,Friday
The Copyrights,Report,Away We Go,3/12/21 20:45,Friday
The Copyrights,Report,Basement,3/12/21 20:42,Friday
The Copyrights,Report,Try So Hard,3/12/21 20:40,Friday
The Copyrights,Report,The New Frontier,3/12/21 20:39,Friday
The Copyrights,Report,Wishbone,3/12/21 20:37,Friday
The Copyrights,Report,Fireworks,3/12/21 20:35,Friday
The Copyrights,Report,No Knocks,3/12/21 20:33,Friday
The Copyrights,Report,Worlds on Fire,3/12/21 20:32,Friday
The Copyrights,Report,Keep the Change,3/12/21 20:31,Friday
The Copyrights,Report,The World Is Such a Drag,3/12/21 20:28,Friday
The Copyrights,Report,Stuck in the Fall,3/12/21 20:26,Friday
The Copyrights,Report,Telescope,3/12/21 20:24,Friday
The Copyrights,Report,Heart of Glue,3/12/21 20:22,Friday
The Copyrights,Report,Slider,3/12/21 20:20,Friday
The Copyrights,Make Sound,Caveat Emptor,3/12/21 19:41,Friday
The Copyrights,Make Sound,Unsatisfied,3/12/21 19:38,Friday
The Copyrights,Make Sound,Thinking With the Lights On,3/12/21 19:36,Friday
The Copyrights,Make Sound,Stuck In Summertime,3/12/21 19:33,Friday
The Copyrights,Make Sound,Planet Earth Nineteen-Ninety-Four,3/12/21 19:31,Friday
The Copyrights,Make Sound,Big Mistakes,3/12/21 19:29,Friday
The Copyrights,Make Sound,The Company,3/12/21 19:26,Friday
The Copyrights,Make Sound,Pentagrams,3/12/21 19:24,Friday
The Copyrights,Make Sound,Knee Deep,3/12/21 19:22,Friday
The Copyrights,Make Sound,Headcount,3/12/21 19:20,Friday
The Copyrights,Make Sound,Kids of the Blackhole,3/12/21 19:15,Friday
Dillinger Four,C I V I L W A R,Contemplate this on the tree of woe.,3/12/21 19:12,Friday
The Copyrights,Report,Away We Go,3/12/21 19:10,Friday
The Copyrights,Report,Basement,3/12/21 19:07,Friday
The Copyrights,Report,Try So Hard,3/12/21 19:05,Friday
The Copyrights,Report,The New Frontier,3/12/21 19:04,Friday
The Copyrights,Report,Wishbone,3/12/21 19:02,Friday
The Copyrights,Report,Fireworks,3/12/21 19:00,Friday
The Copyrights,Report,No Knocks,3/12/21 18:58,Friday
The Copyrights,Report,Worlds on Fire,3/12/21 18:57,Friday
The Copyrights,Report,Keep the Change,3/12/21 18:56,Friday
The Copyrights,Report,The World Is Such a Drag,3/12/21 18:53,Friday
The Copyrights,Report,Stuck in the Fall,3/12/21 18:52,Friday
The Copyrights,Report,Telescope,3/12/21 18:49,Friday
The Copyrights,Report,Heart of Glue,3/12/21 18:47,Friday
The Copyrights,Report,Slider,3/12/21 17:49,Friday
The Lawrence Arms,We Are the Champions of the World: The Best Of,Turnstiles,3/12/21 17:47,Friday
Green Day,Kerplunk!,My Generation,3/12/21 16:25,Friday
Green Day,Kerplunk!,Strangeland,3/12/21 16:22,Friday
Green Day,Kerplunk!,Best Thing in Town,3/12/21 16:20,Friday
Green Day,Kerplunk!,Sweet Children,3/12/21 16:18,Friday
Green Day,Kerplunk!,Words I Might Have Ate,3/12/21 16:16,Friday
Green Day,Kerplunk!,Who Wrote Holden Caulfield?,3/12/21 16:13,Friday
Green Day,Kerplunk!,No One Knows,3/12/21 16:09,Friday
Green Day,Kerplunk!,Android,3/12/21 16:06,Friday
Green Day,Kerplunk!,80,3/12/21 16:00,Friday
Green Day,Kerplunk!,One of My Lies,3/12/21 15:57,Friday
Green Day,Kerplunk!,Dominated Love Slave,3/12/21 15:56,Friday
Green Day,Kerplunk!,Private Ale,3/12/21 15:53,Friday
Green Day,Kerplunk!,Christie Rd.,3/12/21 15:50,Friday
Green Day,Kerplunk!,Welcome to Paradise,3/12/21 15:46,Friday
Green Day,Kerplunk!,One for the Razorbacks,3/12/21 15:44,Friday
Green Day,Kerplunk!,2000 Light Years Away,3/12/21 15:41,Friday
Green Day,Dookie,All by Myself,3/12/21 15:37,Friday
Green Day,Dookie,F.O.D.,3/12/21 15:34,Friday
Green Day,Dookie,In the End,3/12/21 15:32,Friday
Green Day,Dookie,Emenius Sleepus,3/12/21 15:31,Friday
Green Day,Dookie,Coming Clean,3/12/21 15:29,Friday
Green Day,Dookie,When I Come Around,3/12/21 15:26,Friday
Green Day,Dookie,Sassafras Roots,3/12/21 15:23,Friday
Green Day,Dookie,She,3/12/21 15:21,Friday
Green Day,Dookie,Basket Case,3/11/21 19:59,Thursday
Green Day,Dookie,Pulling Teeth,3/11/21 19:56,Thursday
Green Day,Dookie,Welcome to Paradise,3/11/21 19:52,Thursday
Green Day,Dookie,Longview,3/11/21 19:49,Thursday
Green Day,Dookie,Chump,3/11/21 19:32,Thursday
Green Day,Dookie,Having a Blast,3/11/21 19:29,Thursday
Green Day,Dookie,Burnout,3/11/21 19:27,Thursday
Green Day,Insomniac,Walking Contradiction,3/11/21 19:24,Thursday
Green Day,Insomniac,Tight Wad Hill,3/11/21 19:22,Thursday
Green Day,Insomniac,Westbound Sign,3/11/21 19:20,Thursday
Green Day,Insomniac,Jaded,3/11/21 19:18,Thursday
Green Day,Insomniac,Brain Stew,3/11/21 19:15,Thursday
Green Day,Insomniac,Stuart and the Ave.,3/11/21 19:13,Thursday
Green Day,Insomniac,Panic Song,3/11/21 19:10,Thursday
Green Day,Insomniac,86,3/11/21 19:07,Thursday
Green Day,Insomniac,Bab's Uvula Who?,3/11/21 19:05,Thursday
Green Day,Insomniac,No Pride,3/11/21 19:02,Thursday
Green Day,Insomniac,Geek Stink Breath,3/11/21 19:00,Thursday
Green Day,Insomniac,Stuck With Me,3/11/21 18:58,Thursday
Green Day,Insomniac,Brat,3/11/21 18:56,Thursday
Green Day,Insomniac,Armatage Shanks,3/11/21 18:54,Thursday
Green Day,Nimrod,Prosthetic Head,3/11/21 18:50,Thursday
Green Day,Nimrod,Good Riddance (Time of Your Life),3/11/21 18:48,Thursday
Green Day,Nimrod,King for a Day,3/11/21 18:44,Thursday
Green Day,Nimrod,Take Back,3/11/21 18:43,Thursday
Green Day,Nimrod,Reject,3/11/21 18:36,Thursday
Green Day,Nimrod,Walking Alone,3/11/21 18:33,Thursday
Green Day,Nimrod,Haushinka,3/11/21 18:29,Thursday
Green Day,Nimrod,Jinx,3/11/21 18:27,Thursday
Green Day,Nimrod,Uptight,3/11/21 18:23,Thursday
Green Day,Nimrod,Platypus (I Hate You),3/11/21 18:21,Thursday
Green Day,Nimrod,Worry Rock,3/11/21 18:19,Thursday
Green Day,Nimrod,All the Time,3/11/21 18:17,Thursday
Green Day,Nimrod,Scattered,3/11/21 18:13,Thursday
Green Day,Nimrod,Redundant,3/11/21 18:10,Thursday
Green Day,Nimrod,The Grouch,3/11/21 18:08,Thursday
Screeching Weasel,How to Make Enemies and Irritate People,99,3/11/21 17:57,Thursday
Screeching Weasel,How to Make Enemies and Irritate People,Planet of the Apes,3/11/21 17:55,Thursday
Screeching Weasel,Bark Like A Dog,Phasers On Kill,3/11/21 17:51,Thursday
Screeching Weasel,Bark Like A Dog,Cool Kids,3/11/21 17:48,Thursday
The Copyrights,Report,Away We Go,3/11/21 16:50,Thursday
The Copyrights,Report,Basement,3/11/21 16:47,Thursday
The Copyrights,Report,Try So Hard,3/11/21 16:45,Thursday
The Copyrights,Report,The New Frontier,3/11/21 16:43,Thursday
The Copyrights,Report,Wishbone,3/11/21 16:42,Thursday
The Copyrights,Report,Fireworks,3/11/21 16:39,Thursday
The Copyrights,Report,No Knocks,3/11/21 16:38,Thursday
The Copyrights,Report,Worlds on Fire,3/11/21 16:36,Thursday
The Copyrights,Report,Keep the Change,3/11/21 16:35,Thursday
The Copyrights,Report,The World Is Such a Drag,3/11/21 16:33,Thursday
The Copyrights,Report,Stuck in the Fall,3/11/21 16:31,Thursday
The Copyrights,Report,Telescope,3/11/21 16:28,Thursday
The Copyrights,Report,Heart of Glue,3/11/21 16:27,Thursday
The Copyrights,Report,Slider,3/11/21 16:25,Thursday
Screeching Weasel,Bark Like A Dog,Phasers On Kill,3/10/21 23:18,Wednesday
Dead to Me,I Wanna Die In Los Angeles,Comforting the Disturbed and Disturbing the Comfortable,3/10/21 20:56,Wednesday
Dead to Me,I Wanna Die In Los Angeles,I Wanna Die In Los Angeles,3/10/21 20:53,Wednesday
The Velvet Underground,White Light / White Heat,Sister Ray,3/10/21 20:47,Wednesday
Screeching Weasel,Bark Like A Dog,Handcuffed To You,3/10/21 20:27,Wednesday
Screeching Weasel,Bark Like A Dog,Phasers On Kill,3/10/21 20:25,Wednesday
Screeching Weasel,Bark Like A Dog,Stupid Girl,3/10/21 20:22,Wednesday
Screeching Weasel,Bark Like A Dog,You Blister My Paint,3/10/21 20:19,Wednesday
Screeching Weasel,Bark Like A Dog,You'll Be In My Dreams Today,3/10/21 20:16,Wednesday
Screeching Weasel,Bark Like A Dog,The First Day Of Summer,3/10/21 20:13,Wednesday
Screeching Weasel,Bark Like A Dog,Cool Kids,3/10/21 20:10,Wednesday
Screeching Weasel,Bark Like A Dog,Get Off My Back,3/10/21 20:08,Wednesday
Screeching Weasel,Bark Like A Dog,Your Name Is Tattooed on My Heart,3/10/21 17:15,Wednesday
Screeching Weasel,Bark Like A Dog,I Will Always Be There,3/10/21 17:12,Wednesday
Screeching Weasel,Bark Like A Dog,It's Not Enough,3/10/21 17:08,Wednesday
Screeching Weasel,Bark Like A Dog,(She Got) Electroshocked,3/10/21 17:06,Wednesday
Screeching Weasel,Bark Like A Dog,Handcuffed To You,3/10/21 17:03,Wednesday
Screeching Weasel,Bark Like A Dog,Phasers On Kill,3/10/21 17:00,Wednesday
Screeching Weasel,Bark Like A Dog,Stupid Girl,3/10/21 16:57,Wednesday
Screeching Weasel,Bark Like A Dog,You Blister My Paint,3/10/21 16:54,Wednesday
Screeching Weasel,Bark Like A Dog,You'll Be In My Dreams Today,3/10/21 16:51,Wednesday
Screeching Weasel,Bark Like A Dog,The First Day Of Summer,3/10/21 16:47,Wednesday
Screeching Weasel,Bark Like A Dog,Cool Kids,3/10/21 16:45,Wednesday
Screeching Weasel,Bark Like A Dog,Get Off My Back,3/10/21 16:43,Wednesday
The Lawrence Arms,PTA,Pta,3/10/21 16:40,Wednesday
The Bronx,The Bronx (III),Knifeman,3/10/21 2:42,Wednesday
FIDLAR,FIDLAR,Cheap Beer,3/10/21 2:40,Wednesday
Fugazi,13 Songs,Waiting Room,3/10/21 2:37,Wednesday
Touché Amoré,10 Years / 1000 Shows - Live at the Regent Theater,Home Away From Here - Live,3/10/21 2:34,Wednesday
Touché Amoré,Reminders,Reminders,3/10/21 2:34,Wednesday
Touché Amoré,10 Years / 1000 Shows - Live at the Regent Theater,Palm Dreams - Live,3/9/21 23:23,Tuesday
Touché Amoré,10 Years / 1000 Shows - Live at the Regent Theater,Harbor - Live,3/9/21 23:20,Tuesday
Touché Amoré,10 Years / 1000 Shows - Live at the Regent Theater,Cadence - Live,3/9/21 23:18,Tuesday
Touché Amoré,10 Years / 1000 Shows - Live at the Regent Theater,Displacement - Live,3/9/21 23:16,Tuesday
Touché Amoré,10 Years / 1000 Shows - Live at the Regent Theater,Art Official - Live,3/9/21 23:15,Tuesday
Touché Amoré,10 Years / 1000 Shows - Live at the Regent Theater,The Great Repetition - Live,3/9/21 23:13,Tuesday
Touché Amoré,10 Years / 1000 Shows - Live at the Regent Theater,Flowers and You - Live,3/9/21 23:11,Tuesday
Touché Amoré,10 Years / 1000 Shows - Live at the Regent Theater,Negotiating The Charade - Live,3/9/21 23:11,Tuesday
Touché Amoré,10 Years / 1000 Shows - Live at the Regent Theater,Pathfinder - Live,3/9/21 23:08,Tuesday
Touché Amoré,10 Years / 1000 Shows - Live at the Regent Theater,Just Exist - Live,3/9/21 23:06,Tuesday
Touché Amoré,10 Years / 1000 Shows - Live at the Regent Theater,Steps - Live,3/9/21 23:00,Tuesday
